start_time,end_time,initial_label,sensor_events,activities
2011-11-28 13:38:40,2011-11-28 14:21:40,Sitting,"[{'state': 'st(Living-SeatOccupied, 13:38, 14:21)', 'start_time': Timestamp('2011-11-28 13:38:40'), 'end_time': Timestamp('2011-11-28 14:21:40'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-28 14:27:11,2011-11-28 14:28:46,Using Fridge,"[{'state': 'st(Kitchen-FridgeDoorOpen, 14:27, 14:28)', 'start_time': Timestamp('2011-11-28 14:27:11'), 'end_time': Timestamp('2011-11-28 14:28:46'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing lunch']
2011-11-28 14:28:48,2011-11-28 14:28:55,Using Cupboard,"[{'state': 'st(Kitchen-CupboardDoorOpen, 14:28, 14:28)', 'start_time': Timestamp('2011-11-28 14:28:48'), 'end_time': Timestamp('2011-11-28 14:28:55'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing lunch']
2011-11-28 14:31:06,2011-11-28 14:41:54,Cooking,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:31, 14:41)', 'start_time': Timestamp('2011-11-28 14:31:06'), 'end_time': Timestamp('2011-11-28 14:41:54'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-CupboardDoorOpen, 14:31, 14:31)', 'start_time': Timestamp('2011-11-28 14:31:44'), 'end_time': Timestamp('2011-11-28 14:31:56'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:35, 14:35)', 'start_time': Timestamp('2011-11-28 14:35:22'), 'end_time': Timestamp('2011-11-28 14:35:27'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing lunch']
2011-11-28 14:31:44,2011-11-28 14:31:56,Using Cupboard,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:31, 14:41)', 'start_time': Timestamp('2011-11-28 14:31:06'), 'end_time': Timestamp('2011-11-28 14:41:54'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-CupboardDoorOpen, 14:31, 14:31)', 'start_time': Timestamp('2011-11-28 14:31:44'), 'end_time': Timestamp('2011-11-28 14:31:56'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing lunch']
2011-11-28 14:35:22,2011-11-28 14:35:27,Using Fridge,"[{'state': 'st(Kitchen-NearKitchenCooktop, 14:31, 14:41)', 'start_time': Timestamp('2011-11-28 14:31:06'), 'end_time': Timestamp('2011-11-28 14:41:54'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-FridgeDoorOpen, 14:35, 14:35)', 'start_time': Timestamp('2011-11-28 14:35:22'), 'end_time': Timestamp('2011-11-28 14:35:27'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing lunch']
2011-11-28 15:04:59,2011-11-28 15:06:29,Using Basin,"[{'state': 'st(Bathroom-NearBathroomBasin, 15:04, 15:06)', 'start_time': Timestamp('2011-11-28 15:04:59'), 'end_time': Timestamp('2011-11-28 15:06:29'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-11-28 15:07:01,2011-11-28 16:09:57,Sitting,"[{'state': 'st(Living-SeatOccupied, 15:07, 16:09)', 'start_time': Timestamp('2011-11-28 15:07:01'), 'end_time': Timestamp('2011-11-28 16:09:57'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-28 16:10:05,2011-11-28 16:10:05,Using Basin,"[{'state': 'st(Bathroom-NearBathroomBasin, 16:10, 16:10)', 'start_time': Timestamp('2011-11-28 16:10:05'), 'end_time': Timestamp('2011-11-28 16:10:05'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['relaxing on couch']
2011-11-28 16:10:38,2011-11-28 20:19:27,Sitting,"[{'state': 'st(Living-SeatOccupied, 16:10, 20:19)', 'start_time': Timestamp('2011-11-28 16:10:38'), 'end_time': Timestamp('2011-11-28 20:19:27'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-28 20:21:15,2011-11-29 02:06:51,Seating,"[{'state': 'st(Living-SeatOccupied, 20:21, 02:06)', 'start_time': Timestamp('2011-11-28 20:21:15'), 'end_time': Timestamp('2011-11-29 02:06:51'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-29 02:16:05,2011-11-29 11:31:04,Sleeping,"[{'state': 'st(Bedroom-BedOccupied, 02:16, 11:31)', 'start_time': Timestamp('2011-11-29 02:16:05'), 'end_time': Timestamp('2011-11-29 11:31:04'), 'location': 'Bed', 'type': 'Pressure', 'place': 'Bedroom', 'device': 'Bedroom_Bed_Pressure'}]",['sleeping']
2011-11-29 11:37:38,2011-11-29 11:48:29,Using Basin,"[{'state': 'st(Bathroom-NearBathroomBasin, 11:37, 11:48)', 'start_time': Timestamp('2011-11-29 11:37:38'), 'end_time': Timestamp('2011-11-29 11:48:29'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}, {'state': 'st(Bathroom-CabinetDoorOpen, 11:38, 11:38)', 'start_time': Timestamp('2011-11-29 11:38:16'), 'end_time': Timestamp('2011-11-29 11:38:37'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}]",['personal care']
2011-11-29 11:38:16,2011-11-29 11:48:54,Accessing Cabinet,"[{'state': 'st(Bathroom-NearBathroomBasin, 11:37, 11:48)', 'start_time': Timestamp('2011-11-29 11:37:38'), 'end_time': Timestamp('2011-11-29 11:48:29'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}, {'state': 'st(Bathroom-CabinetDoorOpen, 11:38, 11:38)', 'start_time': Timestamp('2011-11-29 11:38:16'), 'end_time': Timestamp('2011-11-29 11:38:37'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}, {'state': 'st(Bathroom-CabinetDoorOpen, 11:48, 11:48)', 'start_time': Timestamp('2011-11-29 11:48:52'), 'end_time': Timestamp('2011-11-29 11:48:54'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}]",['personal care']
2011-11-29 11:49:57,2011-11-29 11:51:13,Taking Shower,"[{'state': 'st(Bathroom-NearBathroomShower, 11:49, 11:51)', 'start_time': Timestamp('2011-11-29 11:49:57'), 'end_time': Timestamp('2011-11-29 11:51:13'), 'location': 'Shower', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Shower_PIR'}]",['showering']
2011-11-29 12:08:28,2011-11-29 12:09:21,Accessing Cupboard,"[{'state': 'st(Kitchen-CupboardDoorOpen, 12:08, 12:09)', 'start_time': Timestamp('2011-11-29 12:08:28'), 'end_time': Timestamp('2011-11-29 12:09:21'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}, {'state': 'st(Kitchen-ToasterOn, 12:09, 12:13)', 'start_time': Timestamp('2011-11-29 12:09:09'), 'end_time': Timestamp('2011-11-29 12:13:02'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}]",['preparing breakfast']
2011-11-29 12:09:09,2011-11-29 12:13:02,Using Toaster,"[{'state': 'st(Kitchen-CupboardDoorOpen, 12:08, 12:09)', 'start_time': Timestamp('2011-11-29 12:08:28'), 'end_time': Timestamp('2011-11-29 12:09:21'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}, {'state': 'st(Kitchen-ToasterOn, 12:09, 12:13)', 'start_time': Timestamp('2011-11-29 12:09:09'), 'end_time': Timestamp('2011-11-29 12:13:02'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}, {'state': 'st(Kitchen-FridgeDoorOpen, 12:09, 12:09)', 'start_time': Timestamp('2011-11-29 12:09:24'), 'end_time': Timestamp('2011-11-29 12:09:37'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-MicrowaveOn, 12:09, 12:10)', 'start_time': Timestamp('2011-11-29 12:09:42'), 'end_time': Timestamp('2011-11-29 12:10:37'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}]",['preparing breakfast']
2011-11-29 12:09:24,2011-11-29 12:09:37,Accessing Fridge,"[{'state': 'st(Kitchen-ToasterOn, 12:09, 12:13)', 'start_time': Timestamp('2011-11-29 12:09:09'), 'end_time': Timestamp('2011-11-29 12:13:02'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}, {'state': 'st(Kitchen-FridgeDoorOpen, 12:09, 12:09)', 'start_time': Timestamp('2011-11-29 12:09:24'), 'end_time': Timestamp('2011-11-29 12:09:37'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing breakfast']
2011-11-29 12:09:42,2011-11-29 12:10:37,Using Microwave,"[{'state': 'st(Kitchen-ToasterOn, 12:09, 12:13)', 'start_time': Timestamp('2011-11-29 12:09:09'), 'end_time': Timestamp('2011-11-29 12:13:02'), 'location': 'Toaster', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Toaster_Electric'}, {'state': 'st(Kitchen-MicrowaveOn, 12:09, 12:10)', 'start_time': Timestamp('2011-11-29 12:09:42'), 'end_time': Timestamp('2011-11-29 12:10:37'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}]",['preparing breakfast']
2011-11-29 12:19:16,2011-11-29 12:19:19,Accessing Cabinet,"[{'state': 'st(Bathroom-CabinetDoorOpen, 12:19, 12:19)', 'start_time': Timestamp('2011-11-29 12:19:16'), 'end_time': Timestamp('2011-11-29 12:19:19'), 'location': 'Cabinet', 'type': 'Magnetic', 'place': 'Bathroom', 'device': 'Bathroom_Cabinet_Magnetic'}]",['personal care']
2011-11-29 12:19:24,2011-11-29 12:21:11,Using Basin,"[{'state': 'st(Bathroom-NearBathroomBasin, 12:19, 12:21)', 'start_time': Timestamp('2011-11-29 12:19:24'), 'end_time': Timestamp('2011-11-29 12:21:11'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-11-29 12:21:56,2011-11-29 12:21:58,Using Toilet,"[{'state': 'st(Bathroom-ToiletFlush, 12:21, 12:21)', 'start_time': Timestamp('2011-11-29 12:21:56'), 'end_time': Timestamp('2011-11-29 12:21:58'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}]",['personal care']
2011-11-29 12:22:38,2011-11-29 13:25:15,Seating in Living Room,"[{'state': 'st(Living-SeatOccupied, 12:22, 13:25)', 'start_time': Timestamp('2011-11-29 12:22:38'), 'end_time': Timestamp('2011-11-29 13:25:15'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-29 13:25:29,2011-11-29 13:25:32,Opening Fridge in Kitchen,"[{'state': 'st(Kitchen-FridgeDoorOpen, 13:25, 13:25)', 'start_time': Timestamp('2011-11-29 13:25:29'), 'end_time': Timestamp('2011-11-29 13:25:32'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['snacking']
2011-11-29 13:25:38,2011-11-29 15:12:26,Seating in Living Room,"[{'state': 'st(Living-SeatOccupied, 13:25, 15:12)', 'start_time': Timestamp('2011-11-29 13:25:38'), 'end_time': Timestamp('2011-11-29 15:12:26'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-29 15:14:33,2011-11-29 15:15:09,Opening Cupboard in Kitchen,"[{'state': 'st(Kitchen-CupboardDoorOpen, 15:14, 15:15)', 'start_time': Timestamp('2011-11-29 15:14:33'), 'end_time': Timestamp('2011-11-29 15:15:09'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing lunch']
2011-11-29 15:15:14,2011-11-29 15:36:26,Cooking in Kitchen,"[{'state': 'st(Kitchen-NearKitchenCooktop, 15:15, 15:36)', 'start_time': Timestamp('2011-11-29 15:15:14'), 'end_time': Timestamp('2011-11-29 15:36:26'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-MicrowaveOn, 15:15, 15:22)', 'start_time': Timestamp('2011-11-29 15:15:17'), 'end_time': Timestamp('2011-11-29 15:22:57'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}, {'state': 'st(Kitchen-CupboardDoorOpen, 15:15, 15:16)', 'start_time': Timestamp('2011-11-29 15:15:27'), 'end_time': Timestamp('2011-11-29 15:16:39'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}, {'state': 'st(Kitchen-FridgeDoorOpen, 15:24, 15:24)', 'start_time': Timestamp('2011-11-29 15:24:13'), 'end_time': Timestamp('2011-11-29 15:24:41'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-CupboardDoorOpen, 15:24, 15:24)', 'start_time': Timestamp('2011-11-29 15:24:39'), 'end_time': Timestamp('2011-11-29 15:24:45'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing lunch']
2011-11-29 15:15:17,2011-11-29 15:22:57,Using Microwave in Kitchen,"[{'state': 'st(Kitchen-NearKitchenCooktop, 15:15, 15:36)', 'start_time': Timestamp('2011-11-29 15:15:14'), 'end_time': Timestamp('2011-11-29 15:36:26'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-MicrowaveOn, 15:15, 15:22)', 'start_time': Timestamp('2011-11-29 15:15:17'), 'end_time': Timestamp('2011-11-29 15:22:57'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}, {'state': 'st(Kitchen-CupboardDoorOpen, 15:15, 15:16)', 'start_time': Timestamp('2011-11-29 15:15:27'), 'end_time': Timestamp('2011-11-29 15:16:39'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing lunch']
2011-11-29 15:15:27,2011-11-29 15:16:39,Opening Cupboard in Kitchen,"[{'state': 'st(Kitchen-NearKitchenCooktop, 15:15, 15:36)', 'start_time': Timestamp('2011-11-29 15:15:14'), 'end_time': Timestamp('2011-11-29 15:36:26'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-MicrowaveOn, 15:15, 15:22)', 'start_time': Timestamp('2011-11-29 15:15:17'), 'end_time': Timestamp('2011-11-29 15:22:57'), 'location': 'Microwave', 'type': 'Electric', 'place': 'Kitchen', 'device': 'Kitchen_Microwave_Electric'}, {'state': 'st(Kitchen-CupboardDoorOpen, 15:15, 15:16)', 'start_time': Timestamp('2011-11-29 15:15:27'), 'end_time': Timestamp('2011-11-29 15:16:39'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing lunch']
2011-11-29 15:24:13,2011-11-29 15:24:41,Opening Fridge in Kitchen,"[{'state': 'st(Kitchen-NearKitchenCooktop, 15:15, 15:36)', 'start_time': Timestamp('2011-11-29 15:15:14'), 'end_time': Timestamp('2011-11-29 15:36:26'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-FridgeDoorOpen, 15:24, 15:24)', 'start_time': Timestamp('2011-11-29 15:24:13'), 'end_time': Timestamp('2011-11-29 15:24:41'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-CupboardDoorOpen, 15:24, 15:24)', 'start_time': Timestamp('2011-11-29 15:24:39'), 'end_time': Timestamp('2011-11-29 15:24:45'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing lunch']
2011-11-29 15:24:39,2011-11-29 15:24:45,Opening Cupboard in Kitchen,"[{'state': 'st(Kitchen-NearKitchenCooktop, 15:15, 15:36)', 'start_time': Timestamp('2011-11-29 15:15:14'), 'end_time': Timestamp('2011-11-29 15:36:26'), 'location': 'Cooktop', 'type': 'PIR', 'place': 'Kitchen', 'device': 'Kitchen_Cooktop_PIR'}, {'state': 'st(Kitchen-FridgeDoorOpen, 15:24, 15:24)', 'start_time': Timestamp('2011-11-29 15:24:13'), 'end_time': Timestamp('2011-11-29 15:24:41'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}, {'state': 'st(Kitchen-CupboardDoorOpen, 15:24, 15:24)', 'start_time': Timestamp('2011-11-29 15:24:39'), 'end_time': Timestamp('2011-11-29 15:24:45'), 'location': 'Cupboard', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Cupboard_Magnetic'}]",['preparing lunch']
2011-11-29 15:45:49,2011-11-29 15:45:54,Opening Fridge in Kitchen,"[{'state': 'st(Kitchen-FridgeDoorOpen, 15:45, 15:45)', 'start_time': Timestamp('2011-11-29 15:45:49'), 'end_time': Timestamp('2011-11-29 15:45:54'), 'location': 'Fridge', 'type': 'Magnetic', 'place': 'Kitchen', 'device': 'Kitchen_Fridge_Magnetic'}]",['preparing lunch']
2011-11-29 15:49:51,2011-11-29 15:50:54,Using Basin in Bathroom,"[{'state': 'st(Bathroom-NearBathroomBasin, 15:49, 15:50)', 'start_time': Timestamp('2011-11-29 15:49:51'), 'end_time': Timestamp('2011-11-29 15:50:54'), 'location': 'Basin', 'type': 'PIR', 'place': 'Bathroom', 'device': 'Bathroom_Basin_PIR'}]",['personal care']
2011-11-29 15:52:04,2011-11-29 16:17:58,Seating in Living Room,"[{'state': 'st(Living-SeatOccupied, 15:52, 16:17)', 'start_time': Timestamp('2011-11-29 15:52:04'), 'end_time': Timestamp('2011-11-29 16:17:58'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-29 16:34:17,2011-11-29 17:08:07,Sitting in living room,"[{'state': 'st(Living-SeatOccupied, 16:34, 17:08)', 'start_time': Timestamp('2011-11-29 16:34:17'), 'end_time': Timestamp('2011-11-29 17:08:07'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-29 17:09:09,2011-11-29 18:57:22,Sitting in living room,"[{'state': 'st(Bathroom-ToiletFlush, 17:09, 17:09)', 'start_time': Timestamp('2011-11-29 17:09:04'), 'end_time': Timestamp('2011-11-29 17:09:29'), 'location': 'Toilet', 'type': 'Flush', 'place': 'Bathroom', 'device': 'Bathroom_Toilet_Flush'}, {'state': 'st(Living-SeatOccupied, 17:09, 18:57)', 'start_time': Timestamp('2011-11-29 17:09:09'), 'end_time': Timestamp('2011-11-29 18:57:22'), 'location': 'Seat', 'type': 'Pressure', 'place': 'Living', 'device': 'Living_Seat_Pressure'}]",['relaxing on couch']
2011-11-29 19:02:15,2011-11-29 19:02:21,Entering through main door,"[{'state': 'st(Entrance-MainDoorOpen, 19:02, 19:02)', 'start_time': Timestamp('2011-11-29 19:02:15'), 'end_time': Timestamp('2011-11-29 19:02:21'), 'location': 'Maindoor', 'type': 'Magnetic', 'place': 'Entrance', 'device': 'Entrance_Maindoor_Magnetic'}]",['leaving home']
