15):
2012-11-12 15:23:38,2012-11-12 15:31:53,preparing lunch
2012-11-12 15:38:50,2012-11-12 15:40:39,personal care

120):
2012-11-12 15:42:55,2012-11-12 15:42:58,leaving home
2012-11-12 15:43:15,2012-11-12 16:10:35,relaxing on couch
2012-11-12 16:11:28,2012-11-12 16:11:34,leaving home
2012-11-12 16:22:22,2012-11-12 16:22:29,leaving home
2012-11-12 17:08:34,2012-11-12 17:08:37,leaving home
2012-11-12 17:10:11,2012-11-12 17:10:14,leaving home
2012-11-12 17:29:17,2012-11-12 17:29:21,leaving home
2012-11-12 17:29:30,2012-11-12 17:29:33,leaving home
2012-11-12 17:29:50,2012-11-12 17:29:52,leaving home
2012-11-12 17:30:08,2012-11-12 17:30:16,leaving home
2012-11-12 17:35:38,2012-11-12 17:35:42,leaving home
2012-11-12 17:43:33,2012-11-12 17:44:31,personal care
2012-11-12 17:43:55,2012-11-12 17:44:07,personal care
2012-11-12 17:44:37,2012-11-12 17:44:40,leaving home
2012-11-12 17:45:22,2012-11-12 18:46:58,relaxing on couch

135):
2012-11-12 18:52:17,2012-11-12 18:53:43,preparing dinner  
2012-11-12 19:03:07,2012-11-12 20:56:46,relaxing on couch  
2012-11-12 20:57:05,2012-11-12 20:57:07,leaving home  
2012-11-12 20:57:11,2012-11-12 20:59:42,personal care  
2012-11-12 21:06:32,2012-11-12 21:11:58,relaxing on couch  
2012-11-12 21:14:56,2012-11-12 21:15:03,personal care

150):
2012-11-12 21:15:13,2012-11-12 21:15:17,leaving home
2012-11-12 22:34:24,2012-11-12 22:34:30,preparing breakfast
2012-11-12 22:36:23,2012-11-12 22:37:55,personal care
2012-11-12 22:53:46,2012-11-12 22:54:14,preparing lunch
2012-11-12 22:55:02,2012-11-12 23:34:27,relaxing on couch
2012-11-12 23:34:40,2012-11-12 23:37:59,showering

165):
2012-11-12 23:45:05,2012-11-12 23:46:26,leaving home
2012-11-12 23:47:02,2012-11-13 01:26:16,relaxing on couch
2012-11-13 01:30:32,2012-11-13 08:51:15,sleeping
2012-11-13 08:52:03,2012-11-13 08:52:06,personal care
2012-11-13 08:53:48,2012-11-13 08:56:57,preparing breakfast
2012-11-13 08:57:49,2012-11-13 09:00:26,snacking

180):
2012-11-13 09:11:46,2012-11-13 09:15:53,personal care
2012-11-13 09:21:24,2012-11-13 09:24:26,personal care
2012-11-13 09:29:37,2012-11-13 09:30:26,personal care
2012-11-13 09:34:55,2012-11-13 09:36:50,personal care
2012-11-13 08:59:12,2012-11-13 08:59:15,snacking
2012-11-13 09:04:54,2012-11-13 09:04:56,leaving home
2012-11-13 09:05:26,2012-11-13 09:05:30,leaving home
2012-11-13 09:10:10,2012-11-13 09:10:12,leaving home
2012-11-13 09:37:24,2012-11-13 09:37:28,leaving home
2012-11-13 09:42:51,2012-11-13 09:42:54,leaving home
2012-11-13 09:53:15,2012-11-13 09:53:21,leaving home
2012-11-13 10:11:04,2012-11-13 10:11:07,leaving home
2012-11-13 10:11:48,2012-11-13 10:11:51,leaving home
2012-11-13 10:11:59,2012-11-13 10:12:02,snacking

195):
2012-11-13 10:12:10,2012-11-13 10:12:12,leaving home
2012-11-13 10:14:04,2012-11-13 10:14:07,leaving home
2012-11-13 10:49:34,2012-11-13 10:49:38,leaving home
2012-11-13 10:50:05,2012-11-13 10:50:08,preparing breakfast
2012-11-13 10:51:52,2012-11-13 10:51:55,preparing breakfast
2012-11-13 10:52:45,2012-11-13 10:52:48,leaving home
2012-11-13 13:41:50,2012-11-13 13:41:54,leaving home
2012-11-13 13:42:06,2012-11-13 13:42:10,preparing lunch
2012-11-13 13:42:45,2012-11-13 13:42:48,preparing lunch
2012-11-13 13:43:20,2012-11-13 13:43:21,preparing lunch
2012-11-13 13:45:56,2012-11-13 13:45:58,preparing lunch
2012-11-13 13:47:45,2012-11-13 13:47:48,preparing lunch
2012-11-13 13:48:27,2012-11-13 13:48:32,snacking
2012-11-13 13:48:39,2012-11-13 13:48:42,snacking
2012-11-13 13:59:40,2012-11-13 13:59:42,preparing lunch

210):
2012-11-13 14:05:24,2012-11-13 14:06:09,personal care
2012-11-13 14:27:34,2012-11-13 14:27:36,snacking
2012-11-13 14:28:20,2012-11-13 14:28:24,snacking
2012-11-13 14:39:11,2012-11-13 14:39:14,snacking
2012-11-13 14:40:29,2012-11-13 14:41:41,relaxing on couch

225):
2012-11-13 14:44:01,2012-11-13 15:50:30,relaxing on couch
2012-11-13 15:51:29,2012-11-13 15:51:32,leaving home
2012-11-13 15:51:40,2012-11-13 15:51:43,leaving home
2012-11-13 16:04:25,2012-11-13 16:04:27,leaving home
2012-11-13 16:04:42,2012-11-13 16:04:45,leaving home
2012-11-13 16:05:01,2012-11-13 16:05:03,leaving home
2012-11-13 16:07:08,2012-11-13 16:08:02,personal care
2012-11-13 16:07:27,2012-11-13 16:07:30,leaving home
2012-11-13 16:33:20,2012-11-13 16:33:23,leaving home
2012-11-13 16:34:21,2012-11-13 16:34:24,leaving home
2012-11-13 16:34:46,2012-11-13 16:34:49,leaving home
2012-11-13 16:35:03,2012-11-13 16:35:07,leaving home
2012-11-13 16:36:12,2012-11-13 17:30:14,relaxing on couch
2012-11-13 17:31:27,2012-11-13 17:31:30,leaving home
2012-11-13 17:33:44,2012-11-13 17:33:47,leaving home

240):
2012-11-13 17:34:23,2012-11-13 17:34:27,leaving home
2012-11-13 17:34:48,2012-11-13 17:34:51,leaving home
2012-11-13 17:36:32,2012-11-13 17:36:34,leaving home
2012-11-13 17:37:31,2012-11-13 17:37:35,leaving home
2012-11-13 17:38:27,2012-11-13 17:55:10,relaxing on couch
2012-11-13 17:56:30,2012-11-13 17:56:33,leaving home
2012-11-13 17:57:01,2012-11-13 17:57:04,leaving home
2012-11-13 17:58:47,2012-11-13 18:21:08,relaxing on couch
2012-11-13 18:22:35,2012-11-13 18:22:38,leaving home
2012-11-13 18:24:40,2012-11-13 18:24:44,leaving home
2012-11-13 18:25:27,2012-11-13 18:47:29,relaxing on couch
2012-11-13 18:48:38,2012-11-13 18:48:40,leaving home
2012-11-13 18:51:51,2012-11-13 18:51:53,leaving home
2012-11-13 19:13:08,2012-11-13 19:13:19,leaving home
2012-11-13 19:13:28,2012-11-13 19:13:31,leaving home

255):
2012-11-13 19:43:34,2012-11-13 19:44:41,leaving home
2012-11-13 19:46:30,2012-11-13 19:47:27,personal care
2012-11-13 19:49:06,2012-11-13 19:50:13,preparing breakfast
2012-11-13 19:53:13,2012-11-13 22:57:44,relaxing on couch
2012-11-13 22:58:24,2012-11-13 22:58:34,leaving home
2012-11-13 22:59:42,2012-11-13 23:00:08,leaving home
2012-11-13 23:17:07,2012-11-13 23:21:42,snacking

270):
2012-11-13 23:22:08,2012-11-13 23:22:10,leaving home
2012-11-13 23:22:21,2012-11-13 23:22:29,leaving home
2012-11-13 23:34:29,2012-11-13 23:34:34,leaving home
2012-11-13 23:34:42,2012-11-13 23:34:53,personal care
2012-11-13 23:39:32,2012-11-13 23:40:03,showering
2012-11-14 00:20:35,2012-11-14 00:21:07,relaxing on couch
2012-11-14 00:27:20,2012-11-14 00:28:29,showering
2012-11-14 00:28:44,2012-11-14 00:29:32,personal care

285):
2012-11-14 00:29:41,2012-11-14 05:11:15,sleeping  
2012-11-14 05:15:19,2012-11-14 05:15:52,personal care  
2012-11-14 05:16:51,2012-11-14 09:00:14,sleeping  
2012-11-14 09:01:22,2012-11-14 09:01:27,leaving home  
2012-11-14 09:04:43,2012-11-14 09:05:43,showering  
2012-11-14 09:06:26,2012-11-14 09:09:41,preparing breakfast

300):
2012-11-14 09:23:10,2012-11-14 10:36:48,relaxing on couch
2012-11-14 10:38:16,2012-11-14 10:39:56,preparing breakfast
2012-11-14 10:46:43,2012-11-14 10:54:24,preparing lunch
2012-11-14 10:59:14,2012-11-14 11:01:15,snacking
2012-11-14 11:02:31,2012-11-14 11:06:23,personal care

315):
2012-11-14 11:08:26,2012-11-14 11:15:38,relaxing on couch
2012-11-14 11:19:36,2012-11-14 11:34:18,relaxing on couch
2012-11-14 11:47:39,2012-11-14 11:52:17,personal care
2012-11-14 11:56:03,2012-11-14 11:58:55,showering
2012-11-14 12:00:16,2012-11-14 12:02:42,personal care
2012-11-14 12:07:50,2012-11-14 12:08:53,personal care

330):
2012-11-14 12:46:54,2012-11-14 12:52:24,relaxing on couch
2012-11-14 12:29:00,2012-11-14 12:29:15,leaving home
2012-11-14 12:42:07,2012-11-14 12:42:09,leaving home
2012-11-14 12:42:11,2012-11-14 12:43:16,leaving home
2012-11-14 12:52:09,2012-11-14 12:52:14,leaving home
2012-11-14 12:54:27,2012-11-14 12:54:35,leaving home
2012-11-14 12:54:07,2012-11-14 12:54:10,leaving home
2012-11-14 12:54:30,2012-11-14 12:54:33,leaving home
2012-11-14 12:54:41,2012-11-14 12:54:45,leaving home
2012-11-14 12:55:24,2012-11-14 12:55:27,leaving home
2012-11-14 12:55:38,2012-11-14 12:55:42,leaving home
2012-11-14 12:55:54,2012-11-14 12:55:57,leaving home

345):
2012-11-14 12:57:50,2012-11-14 12:57:57,leaving home
2012-11-14 14:22:31,2012-11-14 14:22:37,leaving home
2012-11-14 14:23:11,2012-11-14 14:24:01,personal care
2012-11-14 14:23:22,2012-11-14 14:24:13,personal care
2012-11-14 14:24:14,2012-11-14 14:24:28,preparing lunch
2012-11-14 14:26:49,2012-11-14 14:26:55,preparing lunch
2012-11-14 14:27:13,2012-11-14 14:28:25,relaxing on couch
2012-11-14 14:29:39,2012-11-14 15:49:38,leaving home
2012-11-14 15:49:38,2012-11-14 15:49:44,leaving home
2012-11-14 15:50:07,2012-11-14 15:50:10,preparing lunch
2012-11-14 15:54:53,2012-11-14 15:58:49,relaxing on couch
2012-11-14 15:59:11,2012-11-14 19:47:55,relaxing on couch
2012-11-14 19:48:53,2012-11-14 19:48:59,preparing lunch

360):
2012-11-14 20:12:58,2012-11-14 21:05:08,relaxing on couch
2012-11-14 21:40:22,2012-11-14 21:42:22,preparing dinner

375):
2012-11-14 21:42:23,2012-11-14 21:42:29,preparing breakfast
2012-11-14 21:42:40,2012-11-14 21:42:42,leaving home
2012-11-14 21:42:52,2012-11-14 21:42:55,leaving home
2012-11-14 21:44:06,2012-11-14 21:44:09,leaving home
2012-11-14 21:44:19,2012-11-14 21:44:21,leaving home
2012-11-14 21:44:24,2012-11-14 21:44:35,preparing breakfast
2012-11-14 21:45:31,2012-11-14 21:45:37,preparing breakfast
2012-11-14 21:45:49,2012-11-14 21:45:52,preparing breakfast
2012-11-14 21:47:05,2012-11-14 21:47:08,leaving home
2012-11-14 21:47:15,2012-11-14 21:47:18,leaving home
2012-11-14 21:48:23,2012-11-14 22:13:45,relaxing on couch
2012-11-14 22:14:23,2012-11-14 22:14:26,leaving home
2012-11-14 22:14:37,2012-11-14 22:14:41,leaving home
2012-11-14 22:15:47,2012-11-14 22:16:05,preparing breakfast
2012-11-14 22:17:45,2012-11-14 22:17:47,leaving home

390):
2012-11-14 22:19:24,2012-11-14 23:05:15,relaxing on couch
2012-11-14 23:13:17,2012-11-15 00:05:21,sleeping
2012-11-15 00:07:20,2012-11-15 00:10:29,personal care
2012-11-15 00:10:56,2012-11-15 00:39:00,sleeping

405):
2012-11-15 00:39:56,2012-11-15 00:40:00,sleeping
2012-11-15 00:40:50,2012-11-15 00:42:52,sleeping
2012-11-15 00:43:40,2012-11-15 01:54:13,relaxing on couch
2012-11-15 01:55:44,2012-11-15 07:44:47,sleeping
2012-11-15 07:52:11,2012-11-15 07:52:52,personal care
2012-11-15 07:53:46,2012-11-15 09:33:22,sleeping

420):
2012-11-15 09:37:15,2012-11-15 09:37:18,leaving home
2012-11-15 09:37:33,2012-11-15 09:37:37,leaving home
2012-11-15 09:42:03,2012-11-15 09:42:21,preparing breakfast
2012-11-15 09:42:30,2012-11-15 09:44:06,preparing breakfast
2012-11-15 09:51:55,2012-11-15 09:53:10,personal care
2012-11-15 09:52:52,2012-11-15 09:52:57,personal care
2012-11-15 09:53:48,2012-11-15 09:56:53,personal care
2012-11-15 09:58:18,2012-11-15 10:04:53,showering
2012-11-15 10:05:27,2012-11-15 10:07:25,personal care

435):
2012-11-15 10:10:50,2012-11-15 10:20:45,snacking
2012-11-15 10:26:41,2012-11-15 11:19:50,relaxing on couch
2012-11-15 11:22:17,2012-11-15 11:22:20,leaving home
2012-11-15 11:29:53,2012-11-15 11:39:14,personal care
2012-11-15 11:42:33,2012-11-15 13:02:38,leaving home
2012-11-15 13:02:54,2012-11-15 13:03:18,preparing lunch

450):
2012-11-15 13:09:56,2012-11-15 14:20:30,relaxing on couch
2012-11-15 14:22:42,2012-11-15 14:22:45,leaving home
2012-11-15 14:22:55,2012-11-15 14:23:00,leaving home
2012-11-15 14:34:02,2012-11-15 14:34:05,leaving home
2012-11-15 14:34:17,2012-11-15 14:34:20,leaving home
2012-11-15 14:41:27,2012-11-15 14:41:31,leaving home
2012-11-15 14:41:43,2012-11-15 14:41:45,leaving home
2012-11-15 14:49:13,2012-11-15 14:49:16,preparing lunch
2012-11-15 14:49:41,2012-11-15 14:49:45,leaving home
2012-11-15 14:49:54,2012-11-15 14:49:57,leaving home
2012-11-15 15:04:05,2012-11-15 15:04:10,leaving home

465):
2012-11-15 15:04:18,2012-11-15 15:04:20,leaving home
2012-11-15 15:24:09,2012-11-15 15:24:12,preparing lunch
2012-11-15 15:35:48,2012-11-15 15:35:51,leaving home
2012-11-15 15:41:09,2012-11-15 15:41:11,leaving home
2012-11-15 15:42:11,2012-11-15 15:42:14,preparing breakfast
2012-11-15 15:48:31,2012-11-15 15:49:44,personal care
2012-11-15 15:48:53,2012-11-15 15:49:54,personal care
2012-11-15 15:50:21,2012-11-15 15:50:25,leaving home
2012-11-15 15:54:05,2012-11-15 15:54:09,leaving home
2012-11-15 15:54:21,2012-11-15 15:54:32,leaving home

480):
2012-11-15 20:10:50,2012-11-15 20:10:57,leaving home
2012-11-15 20:11:26,2012-11-15 20:17:34,relaxing on couch
2012-11-15 22:06:57,2012-11-15 22:07:29,preparing dinner
2012-11-15 22:26:02,2012-11-15 22:30:48,snacking

495):
2012-11-15 22:30:57,2012-11-16 00:48:35,sleeping
2012-11-16 00:48:46,2012-11-16 00:50:34,personal care
2012-11-16 00:51:39,2012-11-16 00:54:32,showering
2012-11-16 00:54:34,2012-11-16 00:55:17,personal care
2012-11-16 00:59:05,2012-11-16 10:36:26,sleeping
2012-11-16 10:37:55,2012-11-16 10:38:03,leaving home

510):
2012-11-16 10:40:09,2012-11-16 10:40:11,preparing breakfast
2012-11-16 10:41:19,2012-11-16 10:42:13,preparing breakfast
2012-11-16 11:03:46,2012-11-16 11:06:56,showering
2012-11-16 11:09:24,2012-11-16 11:12:37,personal care
2012-11-16 11:40:11,2012-11-16 11:47:53,personal care

525):
2012-11-16 12:57:53,2012-11-16 13:51:51,relaxing on couch
2012-11-16 12:09:55,2012-11-16 12:10:12,leaving home
2012-11-16 12:53:43,2012-11-16 12:55:47,leaving home
2012-11-16 14:11:51,2012-11-16 14:12:09,preparing breakfast
2012-11-16 14:19:00,2012-11-16 14:21:59,preparing lunch

540):
2012-11-16 14:22:08,2012-11-16 14:22:11,leaving home
2012-11-16 14:26:08,2012-11-16 14:26:11,leaving home
2012-11-16 14:26:19,2012-11-16 14:26:22,leaving home
2012-11-16 14:28:38,2012-11-16 14:28:41,leaving home
2012-11-16 14:28:49,2012-11-16 14:28:53,leaving home
2012-11-16 14:48:03,2012-11-16 14:48:06,leaving home
2012-11-16 14:48:16,2012-11-16 14:48:19,leaving home
2012-11-16 14:49:38,2012-11-16 14:49:40,leaving home
2012-11-16 14:49:50,2012-11-16 14:49:53,leaving home
2012-11-16 14:54:19,2012-11-16 14:54:22,leaving home
2012-11-16 14:54:31,2012-11-16 14:54:57,preparing lunch
2012-11-16 15:05:28,2012-11-16 15:06:56,personal care
2012-11-16 15:07:06,2012-11-16 15:07:20,relaxing on couch
2012-11-16 15:09:06,2012-11-16 15:09:20,relaxing on couch

555):
2012-11-16 15:10:21,2012-11-16 15:10:25,leaving home
2012-11-16 15:16:23,2012-11-16 15:16:25,leaving home
2012-11-16 15:17:35,2012-11-16 18:03:58,relaxing on couch
2012-11-16 18:03:58,2012-11-16 18:04:03,leaving home
2012-11-16 18:04:19,2012-11-16 18:04:23,relaxing on couch
2012-11-16 18:04:38,2012-11-16 18:04:41,relaxing on couch
2012-11-16 18:09:09,2012-11-16 18:10:06,personal care
2012-11-16 18:10:54,2012-11-16 18:10:57,relaxing on couch
2012-11-16 18:11:36,2012-11-16 18:11:39,relaxing on couch
2012-11-16 18:11:50,2012-11-16 18:11:55,preparing dinner
2012-11-16 18:14:32,2012-11-16 18:16:12,preparing dinner
2012-11-16 18:16:25,2012-11-16 18:16:28,relaxing on couch
2012-11-16 18:16:56,2012-11-16 18:16:59,relaxing on couch
2012-11-16 18:18:11,2012-11-16 20:16:59,relaxing on couch

570):
2012-11-16 20:25:24,2012-11-16 20:34:00,relaxing on couch
2012-11-16 20:35:02,2012-11-16 21:37:49,relaxing on couch
2012-11-16 22:10:15,2012-11-16 22:10:41,showering

585):
2012-11-16 22:18:02,2012-11-16 22:18:04,leaving home
2012-11-16 22:18:41,2012-11-16 22:18:52,leaving home
2012-11-17 02:19:50,2012-11-17 02:19:56,leaving home
2012-11-17 02:20:47,2012-11-17 02:22:12,personal care
2012-11-17 02:26:35,2012-11-17 02:29:42,showering
2012-11-17 02:31:05,2012-11-17 02:32:00,personal care
2012-11-17 02:31:25,2012-11-17 02:33:51,showering
2012-11-17 02:36:06,2012-11-17 09:45:27,sleeping
2012-11-17 09:46:31,2012-11-17 09:46:36,personal care
2012-11-17 09:52:17,2012-11-17 09:53:22,personal care
2012-11-17 09:55:55,2012-11-17 09:55:58,leaving home

600):
2012-11-17 09:57:25,2012-11-17 09:57:28,leaving home
2012-11-17 09:57:38,2012-11-17 09:57:42,leaving home
2012-11-17 09:58:41,2012-11-17 09:58:47,preparing breakfast
2012-11-17 09:59:02,2012-11-17 09:59:05,preparing breakfast
2012-11-17 09:59:26,2012-11-17 10:00:56,preparing breakfast
2012-11-17 10:18:06,2012-11-17 10:21:07,showering
2012-11-17 10:21:27,2012-11-17 10:25:32,personal care
2012-11-17 10:29:13,2012-11-17 10:34:23,personal care
2012-11-17 10:38:46,2012-11-17 10:42:03,personal care
2012-11-17 10:35:53,2012-11-17 10:35:57,leaving home
2012-11-17 10:36:02,2012-11-17 10:36:04,leaving home
2012-11-17 10:43:21,2012-11-17 10:43:24,leaving home

615):
2012-11-17 10:44:13,2012-11-17 10:44:16,sleeping
2012-11-17 10:47:19,2012-11-17 10:47:27,leaving home
2012-11-17 12:14:48,2012-11-17 12:14:55,returning home
2012-11-17 12:15:25,2012-11-17 12:19:49,preparing lunch
2012-11-17 12:35:58,2012-11-17 12:43:48,showering
2012-11-17 12:45:48,2012-11-17 14:07:06,relaxing on couch
2012-11-17 14:08:25,2012-11-17 14:08:28,leaving home

630):
2012-11-17 14:10:53,2012-11-17 14:31:50,relaxing on couch
2012-11-17 14:40:02,2012-11-17 14:41:43,personal care
2012-11-17 16:30:16,2012-11-17 16:30:35,showering

645):
2012-11-17 16:33:18,2012-11-17 17:28:53,relaxing on couch

660):
2012-11-17 19:02:11,2012-11-17 20:25:55,relaxing on couch
2012-11-17 20:26:54,2012-11-17 20:27:41,preparing dinner

675):
2012-11-17 20:28:08,2012-11-17 20:28:12,leaving home
2012-11-17 20:30:55,2012-11-17 20:30:58,leaving home
2012-11-17 20:31:07,2012-11-17 20:31:11,preparing breakfast
2012-11-17 20:31:15,2012-11-17 20:31:22,preparing breakfast
2012-11-17 20:31:27,2012-11-17 20:31:33,leaving home
2012-11-17 20:32:01,2012-11-17 20:32:04,leaving home
2012-11-17 20:34:02,2012-11-17 20:34:05,leaving home
2012-11-17 20:35:40,2012-11-17 20:35:44,personal care
2012-11-17 20:37:01,2012-11-17 20:37:06,personal care
2012-11-17 20:44:35,2012-11-17 20:45:44,personal care
2012-11-17 20:46:00,2012-11-17 20:46:28,personal care

690):
2012-11-17 20:54:16,2012-11-17 20:55:17,showering
2012-11-17 20:40:24,2012-11-18 01:33:24,sleeping

705):
2012-11-18 01:34:06,2012-11-18 01:40:18,sleeping
2012-11-18 01:40:18,2012-11-18 08:56:33,sleeping
2012-11-18 08:57:38,2012-11-18 08:57:45,personal care
2012-11-18 08:57:49,2012-11-18 08:58:56,relaxing on couch
2012-11-18 08:58:56,2012-11-18 09:09:45,preparing breakfast
2012-11-18 09:09:45,2012-11-18 09:11:18,preparing breakfast
2012-11-18 09:11:18,2012-11-18 09:14:33,snacking
2012-11-18 09:14:33,2012-11-18 09:19:56,personal care

720):
2012-11-18 09:22:11,2012-11-18 09:29:48,showering
2012-11-18 09:30:21,2012-11-18 09:39:49,personal care
2012-11-18 09:41:18,2012-11-18 09:44:55,personal care
2012-11-18 09:20:40,2012-11-18 09:20:44,leaving home
2012-11-18 09:59:28,2012-11-18 10:06:54,leaving home
2012-11-18 10:07:38,2012-11-18 10:08:20,relaxing on couch
2012-11-18 10:09:08,2012-11-18 10:09:11,preparing breakfast
2012-11-18 10:23:43,2012-11-18 10:23:46,preparing lunch
2012-11-18 10:24:18,2012-11-18 10:24:21,snacking

735):
2012-11-18 10:37:33,2012-11-18 10:48:57,relaxing on couch
2012-11-18 10:30:52,2012-11-18 10:30:55,leaving home
2012-11-18 10:53:04,2012-11-18 10:53:06,leaving home
2012-11-18 14:34:08,2012-11-18 14:34:12,leaving home
2012-11-18 14:34:18,2012-11-18 14:38:49,preparing lunch

750):
2012-11-18 14:51:04,2012-11-18 14:51:14,preparing lunch
2012-11-18 14:55:20,2012-11-18 14:55:24,leaving home
2012-11-18 14:55:34,2012-11-18 14:55:37,leaving home
2012-11-18 14:56:08,2012-11-18 14:56:11,leaving home
2012-11-18 14:56:20,2012-11-18 14:56:26,leaving home
2012-11-18 14:57:39,2012-11-18 14:57:42,leaving home
2012-11-18 14:57:54,2012-11-18 14:57:58,leaving home
2012-11-18 15:54:30,2012-11-18 15:54:33,leaving home
2012-11-18 15:54:42,2012-11-18 15:54:46,preparing lunch
2012-11-18 15:57:06,2012-11-18 15:57:07,preparing lunch
2012-11-18 15:57:08,2012-11-18 15:57:11,leaving home
2012-11-18 15:58:48,2012-11-18 15:58:53,leaving home
2012-11-18 15:59:02,2012-11-18 15:59:06,preparing lunch
2012-11-18 16:51:45,2012-11-18 16:51:51,preparing lunch
2012-11-18 16:52:01,2012-11-18 16:52:05,leaving home

765):
2012-11-18 17:25:55,2012-11-18 17:27:00,personal care
2012-11-18 17:26:16,2012-11-18 17:30:51,personal care
2012-11-18 17:46:17,2012-11-18 18:24:02,relaxing on couch

780):
2012-11-18 18:32:43,2012-11-18 18:47:33,relaxing on couch
2012-11-18 18:54:04,2012-11-18 19:39:37,relaxing on couch
2012-11-18 19:40:06,2012-11-18 19:40:09,leaving home
2012-11-18 19:40:19,2012-11-18 19:44:52,preparing dinner
2012-11-18 19:49:51,2012-11-18 19:49:54,leaving home
2012-11-18 22:23:36,2012-11-18 22:24:03,leaving home

795):
2012-11-18 22:30:32,2012-11-18 22:34:31,showering
2012-11-18 22:40:46,2012-11-18 22:42:51,personal care
2012-11-18 22:24:22,2012-11-18 22:26:59,snacking
2012-11-18 23:00:21,2012-11-18 23:04:48,preparing breakfast

810):
2012-11-18 23:03:09,2012-11-18 23:03:11,leaving home
2012-11-18 23:03:16,2012-11-18 23:03:18,personal care
2012-11-18 23:03:23,2012-11-18 23:03:26,leaving home
2012-11-18 23:04:26,2012-11-18 23:04:29,leaving home
2012-11-18 23:04:40,2012-11-18 23:04:42,leaving home
2012-11-18 23:05:14,2012-11-18 23:05:16,leaving home
2012-11-18 23:05:21,2012-11-18 23:05:24,leaving home
2012-11-18 23:06:14,2012-11-19 00:07:00,relaxing on couch
2012-11-19 00:08:50,2012-11-19 00:08:53,leaving home
2012-11-19 00:09:04,2012-11-19 00:09:09,leaving home
