2011-11-30 20:08:39,2011-11-30 20:08:44,Relaxing on Couch  
2011-11-30 20:09:07,2011-11-30 20:13:18,Preparing Dinner  
2011-11-30 20:13:39,2011-11-30 20:13:48,Bathing

2011-11-30 20:14:03,2011-12-01 01:34:27,relaxing on couch  
2011-12-01 01:37:52,2011-12-01 10:50:45,sleeping  
2011-12-01 10:55:03,2011-12-01 10:55:32,personal care  
2011-12-01 10:55:08,2011-12-01 10:55:13,personal care  
2011-12-01 10:55:16,2011-12-01 10:55:25,personal care  
2011-12-01 10:58:37,2011-12-01 11:12:22,showering  
2011-12-01 11:17:05,2011-12-01 11:19:49,preparing breakfast  
2011-12-01 11:30:06,2011-12-01 14:29:02,relaxing on couch  
2011-12-01 14:08:19,2011-12-01 14:08:22,personal care  
2011-12-01 14:29:37,2011-12-01 14:52:02,preparing lunch  
2011-12-01 14:29:48,2011-12-01 14:36:38,preparing lunch

2011-12-01 15:09:00,2011-12-01 16:26:17,relaxing on couch  
2011-12-01 16:26:35,2011-12-01 16:27:04,personal care  
2011-12-01 16:26:36,2011-12-01 17:27:13,showering  
2011-12-01 17:29:29,2011-12-01 17:29:58,leaving home  
2011-12-01 18:49:46,2011-12-01 18:49:51,leaving home  
2011-12-01 18:54:52,2011-12-01 18:54:56,preparing breakfast  
2011-12-01 18:55:03,2011-12-01 19:10:34,relaxing on couch  
2011-12-01 19:28:51,2011-12-01 19:29:17,personal care  
2011-12-01 19:29:13,2011-12-01 23:52:52,relaxing on couch  
2011-12-01 23:53:00,2011-12-01 23:53:28,personal care  
2011-12-01 23:54:32,2011-12-02 01:18:32,sleeping  
2011-12-02 01:18:44,2011-12-02 01:18:57,personal care  
2011-12-02 01:19:09,2011-12-02 02:08:17,relaxing on couch  
2011-12-02 02:09:33,2011-12-02 02:13:56,personal care

2011-12-02 02:15:55,2011-12-02 12:15:19,Sleeping  
2011-12-02 12:20:40,2011-12-02 12:21:09,Personal care  
2011-12-02 12:21:19,2011-12-02 12:25:40,Showering  
2011-12-02 12:29:08,2011-12-02 12:31:50,Preparing breakfast  
2011-12-02 12:29:25,2011-12-02 12:31:10,Preparing breakfast  
2011-12-02 12:37:47,2011-12-02 14:46:29,Relaxing on couch  
2011-12-02 14:46:59,2011-12-02 14:47:08,Snacking  
2011-12-02 14:47:18,2011-12-02 15:05:06,Preparing lunch  
2011-12-02 14:47:22,2011-12-02 14:50:19,Preparing lunch

2011-12-02 15:24:05,2011-12-02 15:55:12,relaxing on couch  
2011-12-02 15:56:02,2011-12-02 15:57:55,personal care  
2011-12-02 15:57:56,2011-12-02 16:36:05,relaxing on couch  
2011-12-02 16:47:27,2011-12-02 16:47:55,personal care  
2011-12-02 16:47:39,2011-12-02 19:39:08,relaxing on couch  
2011-12-02 19:40:44,2011-12-02 19:40:50,snacking  
2011-12-02 19:41:14,2011-12-02 21:26:09,relaxing on couch  
2011-12-02 21:44:37,2011-12-02 21:45:03,personal care  
2011-12-02 21:46:31,2011-12-03 01:41:08,sleeping  
2011-12-03 01:47:02,2011-12-03 11:56:20,sleeping  
2011-12-03 11:59:15,2011-12-03 11:59:45,personal care  
2011-12-03 11:59:33,2011-12-03 11:59:36,personal care  
2011-12-03 11:59:42,2011-12-03 12:01:34,personal care  
2011-12-03 12:03:36,2011-12-03 12:06:26,showering  
2011-12-03 12:08:53,2011-12-03 12:08:55,personal care

2011-12-03 12:10:35,2011-12-03 12:13:51,preparing breakfast  
2011-12-03 12:21:30,2011-12-03 13:28:36,relaxing on couch  
2011-12-03 13:29:22,2011-12-03 13:29:32,personal care  
2011-12-03 13:29:48,2011-12-03 14:01:20,relaxing on couch  
2011-12-03 14:11:10,2011-12-03 14:14:43,personal care  
2011-12-03 14:18:11,2011-12-03 14:18:23,leaving home  
2011-12-03 17:48:33,2011-12-03 17:48:37,leaving home  
2011-12-03 17:50:14,2011-12-03 20:37:41,relaxing on couch  
2011-12-03 20:37:49,2011-12-03 20:38:07,leaving home  
2011-12-03 20:38:15,2011-12-03 23:53:24,relaxing on couch  
2011-12-03 23:54:51,2011-12-03 23:55:21,personal care  
2011-12-03 23:55:18,2011-12-04 03:16:13,sleeping

2011-12-04 03:19:17,2011-12-04 12:37:49,Sleeping  
2011-12-04 12:45:44,2011-12-04 12:46:15,Personal Care  
2011-12-04 12:46:20,2011-12-04 12:47:28,Personal Care  
2011-12-04 12:50:56,2011-12-04 12:54:55,Showering  
2011-12-04 12:56:08,2011-12-04 12:58:48,Preparing Lunch  
2011-12-04 12:56:47,2011-12-04 12:58:37,Preparing Lunch  
2011-12-04 13:00:53,2011-12-04 13:58:10,Relaxing on Couch  
2011-12-04 14:03:42,2011-12-04 14:04:13,Personal Care  
2011-12-04 14:11:50,2011-12-04 14:11:54,Leaving Home  
2011-12-04 16:30:57,2011-12-04 16:31:01,Leaving Home  
2011-12-04 16:34:00,2011-12-04 17:25:39,Relaxing on Couch  
2011-12-04 17:27:03,2011-12-04 17:27:08,Preparing Lunch

2011-12-04 17:27:16,2011-12-04 17:43:56,relaxing on couch  
2011-12-04 17:45:15,2011-12-04 17:45:19,personal care  
2011-12-04 18:08:28,2011-12-04 18:57:52,relaxing on couch  
2011-12-04 18:59:06,2011-12-04 18:59:33,personal care  
2011-12-04 18:59:09,2011-12-04 18:59:12,personal care  
2011-12-04 18:59:53,2011-12-04 18:59:59,snacking  
2011-12-04 19:00:04,2011-12-04 22:20:59,relaxing on couch  
2011-12-04 22:21:42,2011-12-04 22:22:10,personal care  
2011-12-04 22:21:45,2011-12-04 22:21:57,personal care  
2011-12-04 22:22:19,2011-12-05 01:28:09,sleeping  
2011-12-05 01:31:34,2011-12-05 01:31:39,personal care  
2011-12-05 01:35:10,2011-12-05 11:48:55,sleeping  
2011-12-05 11:53:01,2011-12-05 11:53:31,personal care  
2011-12-05 11:57:47,2011-12-05 11:57:55,personal care  
2011-12-05 12:01:23,2011-12-05 12:08:56,showering

2011-12-05 12:10:06,2011-12-05 12:14:19,relaxing on couch  
2011-12-05 12:14:49,2011-12-05 12:14:55,preparing breakfast  
2011-12-05 12:14:58,2011-12-05 12:15:29,preparing breakfast  
2011-12-05 12:15:45,2011-12-05 12:17:41,preparing breakfast  
2011-12-05 12:15:55,2011-12-05 12:17:58,preparing breakfast  
2011-12-05 12:26:37,2011-12-05 14:26:46,relaxing on couch  
2011-12-05 14:28:36,2011-12-05 14:28:42,personal care  
2011-12-05 14:38:07,2011-12-05 14:38:32,leaving home  
2011-12-05 14:55:00,2011-12-05 14:55:06,leaving home  
2011-12-05 14:57:51,2011-12-05 15:00:54,preparing lunch  
2011-12-05 15:00:10,2011-12-05 15:00:25,preparing lunch  
2011-12-05 15:00:55,2011-12-05 15:21:30,preparing lunch  
2011-12-05 15:00:58,2011-12-05 15:13:55,preparing lunch  
2011-12-05 15:11:41,2011-12-05 15:11:45,preparing lunch

2011-12-05 15:42:25,2011-12-05 15:44:05,Bathing  
2011-12-05 15:44:16,2011-12-05 15:45:09,Using Toilet  
2011-12-05 15:44:56,2011-12-05 16:02:10,Relaxing on Couch  
2011-12-05 16:36:32,2011-12-05 16:37:00,Using Toilet  
2011-12-05 16:37:15,2011-12-05 17:14:32,Relaxing on Couch  
2011-12-05 17:17:07,2011-12-05 17:17:13,Leaving Home  
2011-12-05 18:57:11,2011-12-05 18:57:16,Returning Home  
2011-12-05 19:01:42,2011-12-05 19:24:02,Relaxing on Couch  
2011-12-05 19:24:11,2011-12-05 19:24:16,Using Fridge  
2011-12-05 19:24:22,2011-12-05 20:07:19,Relaxing on Couch  
2011-12-05 20:07:32,2011-12-05 20:07:47,Bathing

2011-12-05 20:20:20,2011-12-05 21:06:25,relaxing on couch  
2011-12-05 21:06:35,2011-12-05 21:07:08,personal care  
2011-12-05 21:07:14,2011-12-06 00:38:24,sleeping  
2011-12-06 00:39:56,2011-12-06 00:40:23,personal care  
2011-12-06 00:42:37,2011-12-06 10:07:20,sleeping  
2011-12-06 11:08:53,2011-12-06 11:09:26,personal care  
2011-12-06 11:10:06,2011-12-06 11:10:09,personal care  
2011-12-06 11:12:19,2011-12-06 11:25:57,showering  
2011-12-06 11:30:19,2011-12-06 11:33:26,preparing breakfast

2011-12-06 11:30:22,2011-12-06 11:30:46,preparing breakfast  
2011-12-06 11:30:52,2011-12-06 11:31:23,preparing breakfast  
2011-12-06 11:31:34,2011-12-06 11:32:49,preparing breakfast  
2011-12-06 11:39:34,2011-12-06 14:37:50,relaxing on couch  
2011-12-06 14:40:53,2011-12-06 14:41:14,preparing lunch  
2011-12-06 14:41:16,2011-12-06 15:00:58,preparing lunch  
2011-12-06 14:41:22,2011-12-06 14:51:11,preparing lunch  
2011-12-06 15:17:49,2011-12-06 15:18:18,relaxing on couch  
2011-12-06 15:18:35,2011-12-06 15:20:32,personal care  
2011-12-06 15:21:46,2011-12-06 17:11:04,relaxing on couch  
2011-12-06 17:18:22,2011-12-06 17:18:49,personal care  
2011-12-06 17:19:04,2011-12-06 17:19:14,personal care

2011-12-06 17:19:34,2011-12-06 18:06:26,relaxing on couch  
2011-12-06 18:07:03,2011-12-06 18:07:15,personal care  
2011-12-06 18:07:36,2011-12-06 19:22:33,relaxing on couch  
2011-12-06 19:22:50,2011-12-06 19:22:55,snacking  
2011-12-06 19:25:56,2011-12-06 19:26:20,personal care  
2011-12-06 19:40:28,2011-12-07 00:07:38,relaxing on couch  
2011-12-07 00:07:47,2011-12-07 00:07:57,personal care  
2011-12-07 00:08:10,2011-12-07 00:54:50,relaxing on couch  
2011-12-07 00:57:29,2011-12-07 00:57:53,personal care  
2011-12-07 00:59:56,2011-12-07 10:45:40,sleeping  
2011-12-07 10:49:26,2011-12-07 10:49:54,personal care  
2011-12-07 10:50:38,2011-12-07 10:50:43,personal care  
2011-12-07 10:50:45,2011-12-07 11:04:14,personal care  
2011-12-07 11:04:19,2011-12-07 11:04:25,personal care  
2011-12-07 11:05:51,2011-12-07 11:11:32,showering

2011-12-07 11:12:17,2011-12-07 11:17:14,preparing breakfast  
2011-12-07 11:22:58,2011-12-07 13:56:10,relaxing on couch  
2011-12-07 14:03:34,2011-12-07 14:03:42,personal care  
2011-12-07 14:04:32,2011-12-07 14:15:04,preparing lunch  
2011-12-07 14:41:59,2011-12-07 15:28:03,relaxing on couch  
2011-12-07 15:31:23,2011-12-07 15:32:18,personal care

2011-12-07 15:32:15,2011-12-07 16:11:28,relaxing on couch  
2011-12-07 16:15:26,2011-12-07 16:21:09,personal care  
2011-12-07 16:25:45,2011-12-07 16:25:52,leaving home  
2011-12-07 18:12:30,2011-12-07 18:12:36,leaving home  
2011-12-07 18:14:56,2011-12-07 18:14:59,personal care  
2011-12-07 18:15:03,2011-12-07 18:15:29,personal care  
2011-12-07 18:15:51,2011-12-07 19:21:46,relaxing on couch  
2011-12-07 19:23:32,2011-12-07 19:23:39,leaving home  
2011-12-07 19:23:55,2011-12-07 19:24:00,snacking  
2011-12-07 19:24:02,2011-12-07 19:24:05,snacking  
2011-12-07 19:28:41,2011-12-07 19:28:46,snacking  
2011-12-07 20:37:50,2011-12-07 20:37:51,snacking  
2011-12-07 20:38:13,2011-12-07 20:38:18,snacking  
2011-12-07 20:39:16,2011-12-07 20:39:44,personal care  
2011-12-07 20:40:29,2011-12-07 20:42:35,relaxing on couch

2011-12-07 20:52:23,2011-12-07 23:19:30,relaxing on couch  
2011-12-07 23:19:40,2011-12-07 23:19:56,personal care  
2011-12-07 23:20:16,2011-12-08 01:32:32,relaxing on couch  
2011-12-08 01:39:41,2011-12-08 11:14:29,sleeping  
2011-12-08 11:17:37,2011-12-08 11:17:48,personal care  
2011-12-08 11:17:58,2011-12-08 11:18:30,personal care  
2011-12-08 11:19:22,2011-12-08 11:24:17,showering  
2011-12-08 11:25:12,2011-12-08 11:28:25,preparing breakfast

2011-12-08 11:36:09,2011-12-08 13:41:19,relaxing on couch  
2011-12-08 14:04:49,2011-12-08 14:05:01,personal care  
2011-12-08 14:10:03,2011-12-08 14:10:07,leaving home  
2011-12-08 16:21:37,2011-12-08 16:21:41,leaving home  
2011-12-08 16:24:27,2011-12-08 22:13:23,relaxing on couch  
2011-12-08 22:13:35,2011-12-08 22:13:49,personal care  
2011-12-08 22:14:14,2011-12-08 23:12:37,relaxing on couch  
2011-12-08 23:14:09,2011-12-08 23:14:27,personal care  
2011-12-08 23:14:35,2011-12-09 01:03:07,relaxing on couch  
2011-12-09 01:04:24,2011-12-09 01:05:43,personal care  
2011-12-09 01:16:42,2011-12-09 10:49:07,sleeping  
2011-12-09 10:51:56,2011-12-09 10:52:27,personal care  
2011-12-09 10:52:30,2011-12-09 10:52:36,personal care  
2011-12-09 10:52:40,2011-12-09 10:52:50,personal care  
2011-12-09 10:54:58,2011-12-09 10:58:21,showering

2011-12-09 11:00:13,2011-12-09 11:03:09,preparing breakfast  
2011-12-09 11:09:35,2011-12-09 12:32:57,relaxing on couch  
2011-12-09 12:33:21,2011-12-09 12:42:15,personal care  
2011-12-09 12:44:16,2011-12-09 12:44:20,leaving home  
2011-12-09 16:33:52,2011-12-09 16:33:56,leaving home  
2011-12-09 16:45:53,2011-12-09 16:59:52,relaxing on couch  
2011-12-09 17:04:57,2011-12-09 17:05:23,personal care  
2011-12-09 17:06:38,2011-12-09 17:59:19,relaxing on couch  
2011-12-09 17:59:25,2011-12-09 17:59:27,personal care  
2011-12-09 18:02:18,2011-12-09 18:19:35,relaxing on couch  
2011-12-09 18:32:02,2011-12-09 18:32:07,leaving home

2011-12-09 18:48:30,2011-12-09 18:48:36,leaving home  
2011-12-09 18:50:33,2011-12-09 18:50:45,snacking  
2011-12-09 19:19:54,2011-12-09 21:04:31,relaxing on couch  
2011-12-09 21:04:37,2011-12-09 21:04:50,personal care  
2011-12-09 21:04:59,2011-12-10 00:16:21,relaxing on couch  
2011-12-10 00:16:31,2011-12-10 00:16:49,personal care  
2011-12-10 00:17:05,2011-12-10 00:46:13,relaxing on couch  
2011-12-10 00:50:47,2011-12-10 09:26:17,sleeping  
2011-12-10 09:35:48,2011-12-10 09:36:18,personal care  
2011-12-10 09:37:16,2011-12-10 09:37:21,personal care  
2011-12-10 09:37:26,2011-12-10 09:45:53,personal care  
2011-12-10 09:46:00,2011-12-10 09:46:05,personal care  
2011-12-10 09:46:23,2011-12-10 09:46:27,personal care  
2011-12-10 09:47:44,2011-12-10 09:52:42,showering  
2011-12-10 09:55:18,2011-12-10 09:55:26,snacking

2011-12-10 09:55:50,2011-12-10 09:59:03,preparing breakfast  
2011-12-10 09:56:27,2011-12-10 09:56:29,preparing breakfast  
2011-12-10 09:56:33,2011-12-10 09:56:50,preparing breakfast  
2011-12-10 09:56:58,2011-12-10 09:58:18,preparing breakfast  
2011-12-10 09:58:21,2011-12-10 09:58:24,preparing breakfast  
2011-12-10 10:03:20,2011-12-10 12:34:09,relaxing on couch  
2011-12-10 12:52:54,2011-12-10 12:53:39,personal care  
2011-12-10 13:04:03,2011-12-10 13:04:08,leaving home  
2011-12-10 17:06:58,2011-12-10 17:07:03,leaving home  
2011-12-10 17:11:23,2011-12-10 20:16:51,relaxing on couch  
2011-12-10 20:21:54,2011-12-10 20:23:16,personal care  
2011-12-10 20:25:40,2011-12-10 20:25:46,leaving home  
2011-12-11 00:56:01,2011-12-11 00:56:05,leaving home  
2011-12-11 01:01:41,2011-12-11 02:26:08,relaxing on couch  
2011-12-11 02:27:21,2011-12-11 02:28:44,personal care

2011-12-11 02:31:15,2011-12-11 11:57:34,Sleeping  
2011-12-11 12:01:27,2011-12-11 12:01:59,Personal Care  
2011-12-11 12:02:25,2011-12-11 12:02:39,Personal Care  
2011-12-11 12:02:56,2011-12-11 12:18:42,Showering  
2011-12-11 12:21:57,2011-12-11 12:25:12,Preparing Breakfast  
2011-12-11 12:32:49,2011-12-11 14:26:18,Relaxing on Couch  
2011-12-11 14:34:12,2011-12-11 14:34:59,Personal Care  
2011-12-11 14:36:58,2011-12-11 14:50:02,Preparing Lunch

2011-12-11 15:29:03,2011-12-11 15:30:14,personal care  
2011-12-11 15:41:34,2011-12-11 15:43:30,personal care  
2011-12-11 15:43:51,2011-12-12 00:22:50,relaxing on couch  
2011-12-12 00:31:35,2011-12-12 07:22:21,sleeping

